,Entries,Pronunciations,Generated Pron,Tones,Generated Tones,Absolutives,Generated Abs,Grammatical Info,Gloss
4970,*siʔyosiʔyo,siʔyosíʔyow,siʔyosíʔyow,,3,siʔyosiʔyow,siʔyosiʔyow,Verb,lap up
4971,si·kʰulʔkʰu,si·kʰúlʔkʰu,si·kʰúlʔkʰu,,3,si·kʰulʔkʰu,si·kʰulʔkʰu,Ideophone Adjective,jellyfish
4972,soho·y,sohoy´,sohoy´,,3,sohoy,sohoy,Noun,come to have irregular projections
4973,soʔol,soʔól,soʔól,,3,soʔol,soʔol,Adjective,wish for something you can't have
4974,*soʔol hqʰam,soʔól hqʰamʔ,soʔól hqʰamʔ,,3,soʔol hqʰamʔ,soʔol hqʰamʔ,Verb,"begin to spoil, fester"
4975,*soʔolam,soʔolámʔ,soʔolámʔ,,3,soʔolamʔ,soʔolamʔ,Verb,(meat) oozes
4976,*soʔolamqa,soʔolámqaw,soʔolámqaw,,3,soʔolamqaw,soʔolamqaw,Verb,let age
4977,*soʔola·qac,,soʔolá·qaʔ,,3,soʔola·qaʔ,soʔola·qaʔ,Verb,spoil
4978,*soʔtʼo,soʔtʼów,soʔtʼów,,3,soʔtʼow,soʔtʼow,Verb,tsk
4979,*soʔtʼosoʔtʼo,soʔtʼosóʔtʼow,soʔtʼosóʔtʼow,,3,soʔtʼosoʔtʼow,soʔtʼosoʔtʼow,Verb,rock to sleep
4980,so·ta,só·ta,so·ta´,1,1,so·ta,so·ta,Noun,decayed
4981,ste·cʰ,sté·cʰ,teʔ´,1,1,ste·cʰ,teʔ,Noun,shake
4982,*suhyu,suhyúw,suhyúw,,3,suhyuw,suhyuw,Verb,want in vain
4983,*suhyuwaq,,suhyuwáʔ,,3,,suhyuwaʔ,Verb,be disappointed
4984,sulcohtomalli,sulcóhtomalli,sulcóhtomalli,,3,sulcohtomalli,sulcohtomalli,Place Name,shine
4985,*sʼalalam,sʼalalámʔ,sʼalalámʔ,,3,sʼalalamʔ,sʼalalamʔ,Verb,shine
4986,sʼamoṭ,sʼamóʔ,sʼamóʔ,,3,sʼamoʔ,sʼamoʔ,Adjective,be moldy
4987,sʼapʼ,sʼápʼ,sʼáʔ,,1,sʼapʼ,sʼaʔ,Inanimate Mimetic,sound of slapping hard
4988,sʼaqa·,sʼaqa·´,sʼaqa·´,,4,sʼaqa·,sʼaqa·,Noun,funny bone ?
4989,*sʼaṭic,sʼaṭíʔ,sʼaṭíʔ,,3,sʼaṭiʔ,sʼaṭiʔ,Verb,be healthy
4990,sʼaṭʼ,sʼáṭʼ,sʼáʔ,,1,sʼaṭʼ,sʼaʔ,Animate Mimetic,become weak
4991,sʼawa·t,sʼawáʔ,sʼawaʔ´,,2,sʼawaʔ,sʼawaʔ,Adjective,bend over sticks at edge of basket and wrap them
4992,*sʼawila·tadu,sʼawilá·tadu,sʼawilá·taduw,,3,sʼawila·tadu,sʼawila·taduw,,
4993,*sʼayam,sʼayámʔ,sʼayámʔ,,3,sʼayamʔ,sʼayamʔ,Verb,ooze
4994,*sʼaʔbaʔba,sʼaʔbáʔbaw,sʼaʔbáʔbaw,,3,sʼaʔbaʔbaw,sʼaʔbaʔbaw,Reduplicating Verb,"tingle, itch"
4995,*sʼa·licʼ,,sʼa·líʔ,,3,,sʼa·liʔ,Verb,try to urinate
4996,sʼa·ṭi,sʼa·ṭi´,sʼa·ṭi´,,3,sʼa·ṭi,sʼa·ṭi,Noun,happen
4997,*sʼid,sʼidú,sʼidú,,0,sʼidu,sʼidu,Verb,do to (someone)
4998,sʼihta,sʼihta´,sʼihta´,,3,sʼihta,sʼihta,Noun,tinkle
4999,sʼilil,sʼilíl,sʼilíl,,3,sʼilil,sʼilil,Inanimate Mimetic,ring bell
5000,sʼilisʼilihqaw,sʼilisʼílihqaw,sʼilisʼílihqaw,,3,sʼilisʼilihqaw,sʼilisʼilihqaw,Noun,"tinkle, rattle"
5001,sʼimun,sʼimún,sʼimún,,3,sʼimun,sʼimun,Adjective,"go to, visit (a place)"
5002,*sʼimunam,sʼimunámʔ,sʼimunámʔ,,3,sʼimunamʔ,sʼimunamʔ,Verb,liven up [AS]
5003,*sʼimuna·taq,sʼimuná·taʔ,sʼimuná·taʔ,,3,sʼimuna·taʔ,sʼimuna·taʔ,,
5004,sʼimunʔla·tol,sʼimunʔlá·tol,sʼimúnʔla·tol,,3,sʼimunʔla·tol,sʼimunʔla·tol,Adjective,give start
5005,*sʼiniyaq,sʼiniyáʔ,sʼiniyáʔ,,3,sʼiniyaʔ,sʼiniyaʔ,Verb,become dwarfed
5006,sʼipʼ,sʼípʼ,sʼíʔ,,1,sʼipʼ,sʼiʔ,Inanimate Mimetic,twinkle
5007,*sʼiṭisʼiṭi,sʼiṭisʼíṭiw,sʼiṭisʼíṭiw,,3,sʼiṭisʼiṭiw,sʼiṭisʼiṭiw,Verb,"twinkle, glisten"
5008,*sʼiṭisʼiṭim,sʼiṭisʼíṭimʔ,sʼiṭisʼíṭimʔ,,3,sʼiṭisʼiṭimʔ,sʼiṭisʼiṭimʔ,,
5009,*sʼiṭi·m,sʼitimʔ´,sʼiṭimʔ´,,3,sʼitimʔ,sʼiṭimʔ,Verb,twinkle
5010,sʼiṭʼ,sʼíṭʼ,sʼíʔ,,1,sʼiṭʼ,sʼiʔ,Inanimate Mimetic,record
5011,sʼiwiš,sʼiwíš,sʼiwíš,,3,sʼiwiš,sʼiwiš,Noun,shake head
5012,*sʼiʔkʼoṭʰcicʼ,,sʼiʔkʼóṭʰciʔ,,3,,sʼiʔkʼoṭʰciʔ,,
5013,sʼiʔyaš,sʼiʔyáš,sʼiʔyáš,,3,sʼiʔyaš,sʼiʔyaš,Noun,"ring, squeak"
5014,*sʼohqoy,sʼohqóyʔ,sʼohqóyʔ,,3,sʼohqoyʔ,sʼohqoyʔ,Verb,be frightened
5015,*sʼohqoyicʼ,sʼohqoyíʔ,sʼohqoyíʔ,,3,sʼohqoyiʔ,sʼohqoyiʔ,Verb,be scared
5016,*sʼotʰqo,,sʼotʰqów,,3,,sʼotʰqow,,
5017,*sʼoʔbosʼoʔbo,sʼoʔbosʼóʔbow,sʼoʔbosʼóʔbow,,3,sʼoʔbosʼoʔbow,sʼoʔbosʼoʔbow,Reduplicating Verb,"tickle, have a tickly feeling"
5018,*sʼoʔyoʔyo,sʼoʔyóʔyow,sʼoʔyóʔyow,,3,sʼoʔyoʔyow,sʼoʔyoʔyow,Verb,hurt feelings
5019,*sʼuhla,,sʼuhláw,,3,,sʼuhlaw,Verb,glisten
5020,*sʼuhlahla,sʼuhláhlaw,sʼuhláhlaw,,3,sʼuhlahlaw,sʼuhlahlaw,Reduplicating Verb,glisten
5021,*sʼuhlaq,sʼúhlaʔ,sʼuhláʔ,0,1,sʼuhlaʔ,sʼuhlaʔ,Verb,get sick from food
5022,*sʼuhlasʼuhla,sʼuhlasʼúhlaw,sʼuhlasʼúhlaw,,3,sʼuhlasʼuhlaw,sʼuhlasʼuhlaw,Reduplicating Verb,glitter
5023,*sʼukʰusʼukʰuc,sʼukʰusʼúkʰuʔ,sʼukʰusʼúkʰuʔ,,3,sʼukʰusʼukʰuʔ,sʼukʰusʼukʰuʔ,Reduplicating Verb,be blunt-pointed
5024,*sʼulasʼula,sʼulasʼúlaw,sʼulasʼúlaw,,3,sʼulasʼulaw,sʼulasʼulaw,Verb,limpet shell
5025,sʼupʼ,sʼúpʼ,sʼúʔ,,1,sʼupʼ,sʼuʔ,Inanimate Mimetic,dry
5026,*sʼuwacihqa,sʼuwacíhqaw,sʼuwacíhqaw,,3,sʼuwacihqaw,sʼuwacihqaw,Verb,dry (meat)
5027,*sʼuwahci,sʼuwáhciw,sʼuwáhciw,,3,sʼuwahciw,sʼuwahciw,,
5028,*sʼuwahcihqa,sʼuwáhcihqa,sʼuwáhcihqaw,,2,sʼuwahcihqa,sʼuwahcihqaw,,
5029,sʼuwahya·,sʼuwáhya·,sʼuwáhya·,,3,sʼuwahya·,sʼuwahya·,Noun,repeated sucking sounds
5030,sʼuʔnuʔnu,sʼuʔnúʔnu,sʼuʔnúʔnu,,3,sʼuʔnuʔnu,sʼuʔnuʔnu,Noun,grab with long object moving back and forth
5031,šacecʼ,šacéʔ,šacéʔ,,3,šaceʔ,šaceʔ,Verb,"grab, hold tightly"
5032,*šacʼahtim,šacʼáhtim,šacʼáhtimʔ,,2,šacʼahtimʔ,šacʼahtimʔ,,
5033,*šacʼo,šacʼów,šacʼów,,3,šacʼow,šacʼow,Verb,break in two by throwing
5034,*šadaq,šadáʔ,šadáʔ,,3,šadaʔ,šadaʔ,Verb,fail to catch with net
5035,*šade·cʼ,šadeʔ´,šadeʔ´,,3,šadeʔ,šadeʔ,,
5036,*šade·d,šade·du´,šade·du´,,4,šade·du,šade·du,Verb of Handling,push of with long object moving lengthwise
5037,*šahcʰahcʰac,šahcʰáhcʰaʔ,šahcʰáhcʰaʔ,,3,šahcʰahcʰaʔ,šahcʰahcʰaʔ,Verb,crumble with long object moving lengthwise
5038,*šahcʰašacʰatad,šahcʰašácʰata·du,šahcʰašácʰata·du,,3,šahcʰašacʰata·du,šahcʰašacʰata·du,,
5039,*šahkašahka,,šahkašáhkaw,,3,,šahkašahkaw,Verb,resist by moving lengthwise; with mesh
5040,*šahkišakitad,šahkišákita·du,šahkišákita·du,,3,šahkišakita·du,šahkišakita·du,,
5041,šahku,šahku´,šahku´,,3,šahku,šahku,Noun,spill up on something
5042,*šahma,šáhmaw,šahmáw,0,1,šahmaw,šahmaw,Verb,not ladle all?
5043,*šahpolpoloc,šahpólpoloʔ,šahpólpoloʔ,,3,šahpolpoloʔ,šahpolpoloʔ,Verb,take quick steps to keep from falling
5044,*šahqʰalh,šahqʰálʔ,šahqʰálʔ,,3,šahqʰalʔ,šahqʰalʔ,Verb,feel light touch through skin
5045,*šahqʰolh,šahqʰólʔ,šahqʰólʔ,,3,šahqʰolʔ,šahqʰolʔ,Verb,liquid leak out
5046,*šahsa,šahsáw,šahsáw,,3,šahsaw,šahsaw,Verb of Handling,never fail to net
5047,*šahšetacʼ,šahšetáʔ,šahšetáʔ,,3,šahšetaʔ,šahšetaʔ,,
5048,*šahtala,šahtaláw,šáhtalaw,,0,šahtalaw,šahtalaw,Verb,wear (clothes on legs?)
5049,*šahtaq,šahtáʔ,šáhtaʔ,,2,šahtaʔ,šahtaʔ,,
5050,*šahtontolo,šahtóntolow,šahtóntolow,,3,šahtontolow,šahtontolow,Verb,make sore swelling by repeated action by moving lengthwise; with mesh
5051,*šahtʰihtʰic,šahtʰíhtʰiʔ,šahtʰíhtʰiʔ,,3,šahtʰihtʰiʔ,šahtʰihtʰiʔ,Verb,stab to pieces
5052,*šahṭanṭala,šahṭánṭalaw,šahṭánṭalaw,,3,šahṭanṭalaw,šahṭanṭalaw,Verb,fade from shaking
5053,*šahṭonṭolo,šahṭónṭolow,šahṭónṭolow,,3,šahṭonṭolow,šahṭonṭolow,Verb,piece come of larger object
5054,šahya,šahya´,šahya´,,3,šahya,šahya,Adjective,move circularly by moving lengthwise; with mesh
5055,*šali·tʰma,šalitʰmáw,šalitʰmáw,,3,šalitʰmaw,šalitʰmaw,,
5056,*šalu,šalúw,šalúw,,3,šaluw,šaluw,Verb,leak out
5057,*šalut,šalúʔ,šalúʔ,,3,šaluʔ,šaluʔ,,
5058,*šaluwaq,šaluwáʔ,šaluwáʔ,,3,šaluwaʔ,šaluwaʔ,Verb,worsen
5059,*šama,šamáw,šamáw,,3,šamaw,šamaw,Verb,put shapeless substance by long object object moving horizontally
5060,*šamat,šamáʔ,šamáʔ,,3,šamaʔ,šamaʔ,,
5061,*šamat,šamáʔ,šamáʔ,,3,šamaʔ,šamaʔ,,
5062,*šamatʰma,šamátʰmaw,šamátʰmaw,,3,šamatʰmaw,šamatʰmaw,,
5063,šamatʰmacʼ,šamátʰmaʔ,šamátʰmaʔ,,3,šamatʰmaʔ,šamatʰmaʔ,Noun,copulation to feel good
5064,*šaqʰola·tad,šaqʰolá·tadu,šaqʰolá·tadu,,3,šaqʰola·tadu,šaqʰola·tadu,,
5065,*šaqʰolta,šaqʰóltaw,šaqʰóltaw,,3,šaqʰoltaw,šaqʰoltaw,,
5066,*šaqʼahtim,šaqʼáhtimʔ,šaqʼáhtimʔ,,3,šaqʼahtimʔ,šaqʼahtimʔ,,
5067,šaqʼahtimʔ,šaqʼáhtimʔ,šaqʼáhtimʔ,,3,šaqʼahtimʔ,šaqʼahtimʔ,,
5068,*šaqʼa·bic,šaqʼa·bíʔ,šaqʼa·bíʔ,,4,šaqʼa·biʔ,šaqʼa·biʔ,Verb,have good luck
5069,šaqʼa·qʼayʔ,šaqʼá·qʼayʔ,šaqʼa·qʼáyʔ,,2,ša qʼa·qʼayʔ šaqʼa·qʼay,šaqʼa·qʼayʔ,Noun,be glaring by moving lengthwise; with mesh
5070,*šašud,šašudú,šašudú,,3,šašudu,šašudu,Verb,feel strange with mesh
5071,*šašuda·tad,šašudá·tadu,šašudá·tadu,,3,šašuda·tadu,šašuda·tadu,,
5072,šatahna,,šatáhna,,3,,šatahna,Noun,brothers ??
5073,*šatušatu,šatúšatuw,šatušátuw,,2,šatušatuw,šatušatuw,Reduplicating Verb,leak
5074,*šatʰmucʼ,,šatʰmúʔ,,3,,šatʰmuʔ,Verb,wear PL
5075,*šatʰqacʼ,šátʰqaʔ,šátʰqaʔ,,0,šatʰqaʔ,šatʰqaʔ,,
5076,šatʼ,šátʼ,šáʔ,,1,šatʼ,šaʔ,Inanimate Mimetic,bother with stick
5077,*šaṭašaṭa,šaṭašáṭaw,šaṭašáṭaw,,3,šaṭašaṭaw,šaṭašaṭaw,Reduplicating Verb,make an offering
5078,*šaʔa,šaʔáw,šaʔáw,,3,šaʔaw,šaʔaw,Verb,teach
5079,*šaʔba,šaʔbáw,šaʔbáw,,3,šaʔbaw,šaʔbaw,Verb,stand unsteadily
5080,*šaʔcʰašaʔcʰa,šaʔcʰašáʔcʰaw,šaʔcʰašáʔcʰaw,,3,šaʔcʰašaʔcʰaw,šaʔcʰašaʔcʰaw,Reduplicating Verb,walk along on long legs
5081,*šaʔcʰu,šaʔcʰúw,šaʔcʰúw,,3,šaʔcʰuw,šaʔcʰuw,Verb,be stiff and bushy
5082,šaʔcʼamʔ,šaʔcʼámʔ,šaʔcʼámʔ,,3,šaʔcʼamʔ,šaʔcʼamʔ,Noun,rip off
5083,*šaʔdi,šaʔdíw,šaʔdíw,,3,šaʔdiw,šaʔdiw,Verb of Handling,net scattered fish
5084,*šaʔkʼu,šaʔkʼúw,šaʔkʼúw,,3,šaʔkʼuw,šaʔkʼuw,Verb,all die
5085,*šaʔne·cicʼ,šaʔne·cíʔ,šaʔne·cíʔ,,4,šaʔne·ciʔ,šaʔne·ciʔ,Verb,get used to feel on skin
5086,šaʔqʼa,šaʔqʼa´,šaʔqʼa´,,3,šaʔqʼa,šaʔqʼa,Adjective,insert
5087,*šaʔqʼam,šaʔqʼámʔ,šaʔqʼámʔ,,3,šaʔqʼamʔ,šaʔqʼamʔ,Verb,shade
5088,*šaʔqʼamci,šaʔqʼámciw,šaʔqʼámciw,,3,šaʔqʼamciw,šaʔqʼamciw,Verb,dark place
5089,*šaʔqʼamma,šaʔqʼámmaw,šaʔqʼámmaw,,3,šaʔqʼammaw,šaʔqʼammaw,Verb,be dark
5090,*šaʔqʼamqa,šaʔqʼámqaw,šaʔqʼámqaw,,3,šaʔqʼamqaw,šaʔqʼamqaw,Verb,cast spell on
5091,*šaʔqʼoʔdi,šaʔqʼóʔdiw,šaʔqʼóʔdiw,,3,šaʔqʼoʔdiw,šaʔqʼoʔdiw,Verb,do well with long object moving lengthwise
5092,*šaʔqʼoʔdiwad,šaʔqʼóʔdowa·du,šaʔqʼóʔdiwa·du,,2,šaʔqʼoʔdowa·du,šaʔqʼoʔdiwa·du,,
5093,*šaʔtʼa,šaʔtʼáw,šaʔtʼáw,,3,šaʔtʼaw,šaʔtʼaw,Verb,feel moving lengthwise
5094,*šaʔṭaš,šaʔṭáš,šaʔṭáš,,3,šaʔṭaš,šaʔṭaš,Verb,do to all by moving lengthwise; with mesh
5095,*šaʔya,šaʔyáw,šaʔyáw,,3,šaʔyaw,šaʔyaw,Verb,almost do by moving lengthwise; with mesh
5096,*šaʔya·q,šaʔyaʔ´,šaʔyaʔ´,,3,šaʔyaʔ,šaʔyaʔ,Verb,recognize with body or long pole
5097,*ša·,šaw´,šaw´,,0,šaw,šaw,Verb,get someone to do something
5098,*šehtala,šehtaláw,šéhtalaw,,0,šehtalaw,šehtalaw,,
5099,šekʰlayʔ,šékʰlayʔ,šekʰláyʔ,,1,šekʰlayʔ,šekʰlayʔ,Noun,??
5100,*še·d,še·du´,še·du´,,4,še·du,še·du,Verb,walk along wearing
5101,še·kinʔ,še·kínʔ,še·kínʔ,,3,še·kinʔ,še·kinʔ,,
5102,*še·la,še·láw,še·láw,,4,še·law,še·law,Verb,wear down
5103,*še·ṭʰey,šé·ṭʰeyʔ,še·ṭʰéyʔ,1,1,še·ṭʰeyʔ,še·ṭʰeyʔ,Verb,wide
5104,še·ṭʰeyʔya,šé·ṭʰeyʔya,še·ṭʰéyʔya,1,1,še·ṭʰeyʔya,še·ṭʰeyʔya,,
5105,*šibahtala,šibáhtalaw,šibáhtalaw,,3,šibahtalaw,šibahtalaw,,
5106,*šibahti,šibáhtiw,šibáhtiw,,3,šibahtiw,šibahtiw,,
5107,*šibahtibic,šibáhtibiʔ,šibáhtibiʔ,,3,šibahtibiʔ,šibahtibiʔ,,
5108,*šibat,šibáʔ,šibáʔ,,3,šibaʔ,šibaʔ,Verb,"name, be named"
5109,šihmi,šihmíw,šihmi´,,2,šihmiw,šihmi,Noun,wash head by ducking it
5110,*šinat,šináʔ,šináʔ,,3,šinaʔ,šinaʔ,Verb,lower head
5111,*šina·lma,šinalmáw,šinalmáw,,3,šinalmaw,šinalmaw,Verb,shiver
5112,šiw,šíw,šíw,,0,šiw,šiw,Inanimate Mimetic,sound of something moving through air fast
5113,šiwale·la,šiwalé·la,šiwalé·la,,3,šiwale·la,šiwale·la,Noun,be renewed
5114,*šiweyamqa,šiweyámqaw,šiweyámqaw,,3,šiweyamqaw,šiweyamqaw,Verb,be new
5115,šiwʔši,šíwʔši,šiwʔši´,"0,1",1,šiwʔši,šiwʔši,Noun,copulate
5116,*šiʔyošiʔyo,šiʔyošíʔyow,šiʔyošíʔyow,,3,šiʔyošiʔyow,šiʔyošiʔyow,Verb,feel sorry for oneself
5117,*ši·batʰi,ší·batʰiw,šiba·tʰíw,1,1,ši·batʰiw,šiba·tʰiw,Verb,take pity on
5118,ši·batʰyaw,ší·batʰyaw,ši·bátʰyaw,,1,ši·batʰyaw,ši·batʰyaw,Adjective,(ask) favor
5119,*ši·batʰya· cahno,ší·batʰya· cahnow,ši·bátʰya· cahnow,,1,ši·batʰya· cahnow,ši·batʰya· cahnow,Verb,ask favor
5120,*škudu,,kudúw,,0,,kuduw,Adjective,ugly
5121,*šobohkʼi,šobóhkʼiw,šobóhkʼiw,,3,šobohkʼiw,šobohkʼiw,Reduplicating Verb,hear
5122,*šocacʼ,šocáʔ,šocáʔ,,3,šocaʔ,šocaʔ,,
5123,*šocacʼ,šocáʔ,šocáʔ,,3,šocaʔ,šocaʔ,,
5124,*šocad,šocadú,šocá·du,,0,šocadu,šoca·du,Verb,listen around
5125,*šocahtim,šocáhtimʔ,šocáhtimʔ,,0,šocahtimʔ,šocahtimʔ,,
5126,*šocam,šocámʔ,šocámʔ,,0,šocamʔ,šocamʔ,Verb,listen
5127,*šoca·bic,šoca·bíʔ,šoca·bíʔ,,4,šoca·biʔ,šoca·biʔ,Verb,listen
5128,*šoca·tacʼ,šoca·táʔ,šocá·taʔ,,0,šoca·taʔ,šoca·taʔ,,
5129,*šoca·tad,šoca·tádu,šocá·tadu,,0,šoca·tadu,šoca·tadu,,
5130,*šocom,šocómʔ,šocómʔ,,3,šocomʔ,šocomʔ,Verb,bare one's skin repeatedly
5131,*šocʼot,šocʼóʔ,šocʼóʔ,,3,šocʼoʔ,šocʼoʔ,,
5132,*šocʼotam,šocʼotámʔ,šocʼotámʔ,,3,šocʼotamʔ,šocʼotamʔ,,
5133,*šocʼotʰqo,šocʼótʰqow,šocʼótʰqow,,3,šocʼotʰqow,šocʼotʰqow,,
5134,*šocʼo·,šocʼow´,šocʼow´,,3,šocʼow,šocʼow,Verb,expose self  by pulling
5135,*šocʼo·m,šocʼomʔ´,šocʼomʔ´,,3,šocʼomʔ,šocʼomʔ,Verb,tear in two
5136,*šocʼo·q,šocʼoʔ´,šocʼoʔ´,,3,šocʼoʔ,šocʼoʔ,Verb,pull on (fishline) and hook
5137,*šocʼo·ṭ,šocʼoʔ´,šocʼoʔ´,,3,šocʼoʔ,šocʼoʔ,Verb,break off ends by pushing or pulling
5138,*šohcʰohcʰoc,šohcʰóhcʰoʔ,šohcʰóhcʰoʔ,,3,šohcʰohcʰoʔ,šohcʰohcʰoʔ,Reduplicating Verb,wear out by pulling many times
5139,*šohcʰošohcʰoc,šohcʰošóhcʰoʔ,šohcʰošóhcʰoʔ,,3,šohcʰošohcʰoʔ,šohcʰošohcʰoʔ,Reduplicating Verb,wear out by pulling many times
5140,*šohko,šohków,šohków,,3,šohkow,šohkow,Verb,move while sitting
5141,*šohkohko,šohkóhkow,šohkóhkow,,3,šohkohkow,šohkohkow,Reduplicating Verb,pull and push on something loose
5142,*šohkolhma,šohkólhmaw,šohkólhmaw,,3,šohkolhmaw,šohkolhmaw,Verb,pull loose
5143,*šohkomac,šohkomáʔ,šohkomáʔ,,3,šohkomaʔ,šohkomaʔ,Verb,"slide in, move in"
5144,*šohkošohko,šohkošóhkow,šohkošóhkow,,3,šohkošohkow,šohkošohkow,Reduplicating Verb,pull and push on something loose
5145,*šohkotʰci,šohkótʰciw,šohkótʰciw,,3,šohkotʰciw,šohkotʰciw,Verb,wear out by pulling across something
5146,*šohkoway,šohkowáyʔ,šohkowáyʔ,,3,šohkowayʔ,šohkowayʔ,Verb,sit down next to
5147,*šohkʰo,šohkʰów,šohkʰów,,3,šohkʰow,šohkʰow,Verb,lasso
5148,*šohlo,šohlów,šohlów,,3,šohlow,šohlow,Verb,take off
5149,*šohlokʼot,šohlokʼóʔ,šohlokʼóʔ,,3,šohlokʼoʔ,šohlokʼoʔ,Verb,jerk by pulling and pushing
5150,*šohlo·cʼ,šohloʔ´,šohloʔ´,,3,šohloʔ,šohloʔ,Verb,shed (skin)
5151,*šohlo·m,šohlomʔ´,šohlomʔ´,,3,šohlomʔ,šohlomʔ,Verb,take chance
5152,*šoholma,šohólmaw,šohólmaw,,3,šoholmaw,šoholmaw,,
5153,*šohponpoloc,šohpónpoloʔ,šohpónpoloʔ,,3,šohponpoloʔ,šohponpoloʔ,Verb,scatter
5154,*šohpʰošohpʰo,,šohpʰošóhpʰow,,3,,šohpʰošohpʰow,Verb,shake
5155,*šohpʰošopʰotad,šohpʰošópʰota·du,šohpʰošópʰota·du,,3,šohpʰošopʰota·du,šohpʰošopʰota·du,,
5156,*šohpʰoṭ,šohpʰóʔ,šohpʰóʔ,,3,šohpʰoʔ,šohpʰoʔ,Verb,shake clothes
5157,*šohqocci,šohqócciw,šohqócciw,,3,šohqocciw,šohqocciw,Verb,(muscle) have one tic
5158,*šohqohqo,šohqóhqow,šohqóhqow,,3,šohqohqow,šohqohqow,Reduplicating Verb,be twitching (muscle)
5159,šohqʰa,šóhqʰa,šohqʰa´,,1,šohqʰa,šohqʰa,Place Name,mess up by pulling
5160,*šohsoṭ,šohsóʔ,šohsóʔ,,3,šohsoʔ,šohsoʔ,Verb,scatter by pulling or pushing
5161,*šohšolh,šohšólʔ,šohšólʔ,,3,šohšolʔ,šohšolʔ,Verb,pull off
5162,*šohtontolo,šohtóntolow,šohtóntolow,,3,šohtontolow,šohtontolow,Verb,scoot while sitting
5163,*šoko·duc,,šoko·dúʔ,,4,,šoko·duʔ,Verb,sit back and relax
5164,*šoko·l,šokolʔ´,šokolʔ´,,3,šokolʔ,šokolʔ,Verb,grind
5165,*šoko·la,šoko·láw,šoko·láw,,4,šoko·law,šoko·law,Verb,kneel down
5166,*šoko·lma,šokolmáw,šokolmáw,,3,šokolmaw,šokolmaw,,
5167,šoko·lʔli,šokolʔli´,šokolʔlí,,3,šokolʔli,šokolʔli,Noun,drag
5168,*šokʼo·yala,šokʼoya·láw,šokʼoya·láw,,4,šokʼoya·law,šokʼoya·law,Verb,tip down
5169,*šokʼo·yibic,šokʼoyi·bíʔ,šokʼoyi·bíʔ,,4,šokʼoyi·biʔ,šokʼoyi·biʔ,,
5170,*šolol,šolólʔ,šolólʔ,,3,šololʔ,šololʔ,,
5171,*šololicʼ,šololíʔ,šololíʔ,,3,šololiʔ,šololiʔ,,
5172,*šololoṭ,šololóʔ,šololóʔ,,3,šololoʔ,šololoʔ,Verb,sit around
5173,*šoqʰoṭ,šoqʰóʔ,šoqʰóʔ,,3,šoqʰoʔ,šoqʰoʔ,Verb,pull out one
5174,*šoqʼobot,šoqʼobóʔ,šoqʼobóʔ,,3,šoqʼoboʔ,šoqʼoboʔ,,
5175,šoqʼo·t,šoqʼoʔ´,šoqʼoʔ´,,3,šoqʼoʔ,šoqʼoʔ,Noun,wrap AS
5176,*šoyot,šoyóʔ,šoyóʔ,,3,šoyoʔ,šoyoʔ,Verb,break open by pulling
5177,*šoʔcʼon,šoʔcʼónʔ,šoʔcʼónʔ,,3,šoʔcʼonʔ,šoʔcʼonʔ,Verb,"pull, pluck"
5178,*šoʔcʼotʰci,šoʔcʼotʰciw,šoʔcʼótʰciw,,3,šoʔcʼotʰciw,šoʔcʼotʰciw,Verb,pull one
5179,*šoʔcʼoʔcʼo,šoʔcʼóʔcʼow,šoʔcʼóʔcʼow,,3,šoʔcʼoʔcʼow,šoʔcʼoʔcʼow,Reduplicating Verb,pull to pieces
5180,*šoʔkʰošci,šoʔkʰóšciw,šoʔkʰóšciw,,3,šoʔkʰošciw,šoʔkʰošciw,Verb,bending by pulling
5181,*šoʔkʼo,šoʔkʼów,šoʔkʼów,,3,šoʔkʼow,šoʔkʼow,Verb,hit by pulling on something
5182,*šoʔkʼonh,šoʔkʼónʔ,šoʔkʼónʔ,,3,šoʔkʼonʔ,šoʔkʼonʔ,Verb,pull an object up
5183,*šoʔkʼonhcicʼ,šoʔkʼónhciʔ,šoʔkʼónhciʔ,,3,šoʔkʼonhciʔ,šoʔkʼonhciʔ,Verb,pull up against oneself
5184,*šoʔkʼoyad,šoʔkʼoyá·du,šoʔkʼoyá·du,,3,šoʔkʼoya·du,šoʔkʼoya·du,Verb,catch scattered fish
5185,*šoʔkʼoyi·bic,šokʼoyí·biʔ,šoʔkʼoyí·biʔ,,3,šokʼoyi·biʔ,šoʔkʼoyi·biʔ,Verb,pull one end
5186,šoʔloʔlo,šoʔlóʔlo,šoʔlóʔlo,,3,šoʔloʔlo,šoʔloʔlo,Noun,tangled
5187,*šoʔpʼošopʼotad,šoʔpʼošópʼota·du,šóʔpʼošopʼota·du,,0,šoʔpʼošopʼota·du,šoʔpʼošopʼota·du,Reduplicating Verb,slam against
5188,*šoʔqʼotam,šoʔqʼotámʔ,šoʔqʼotámʔ,,3,šoʔqʼotamʔ,šoʔqʼotamʔ,Verb,jerk
5189,*šoʔṭʼoʔṭʼo,šoʔṭʼóʔṭʼow,šoʔṭʼóʔṭʼow,,3,šoʔṭʼoʔṭʼow,šoʔṭʼoʔṭʼow,Reduplicating Verb,"sound of hitting lightly, pat, tap, by pulling, pushing and pulling; with long flexible object"
5190,*šoʔyoʔyo,šoʔyóʔyow,šoʔyóʔyow,,3,šoʔyoʔyow,šoʔyoʔyow,Reduplicating Verb,"ruffle, pucker by pulling"
